ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2020,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
95,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",688,Serbia,4,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2003,2003,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article105",,E: Estimated data
96,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",690,Seychelles,5,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2018,2018,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article106",,E: Estimated data
97,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",694,Sierra Leone,5,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2013,2013,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article106",,E: Estimated data
98,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",70,Bosnia and Herzegovina,4,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2000,2000,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article32",,E: Estimated data
99,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",703,Slovakia,4,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2000,2000,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article107",,E: Estimated data
100,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",704,Viet Nam,4,35,South-Eastern Asia,Country,105.802499,10.09643079,VNM,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2016,2016,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article131",,E: Estimated data
101,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",705,Slovenia,4,39,Southern Europe,Country,14.82209486,46.11958061,SVN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2003,2003,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article108",,E: Estimated data
102,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",710,South Africa,5,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2000,2000,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article109",,E: Estimated data
103,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",716,Zimbabwe,5,14,Eastern Africa,Country,29.86909584,-19.00075492,ZWE,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2002,2002,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article133",,E: Estimated data
104,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",724,Spain,4,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2013,2013,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article111",,E: Estimated data
105,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",728,South Sudan,5,14,Eastern Africa,Country,30.32618773,7.290839152,SSD,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2013,2013,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article110",,E: Estimated data
106,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",729,Sudan,4,15,Northern Africa,Country,29.95650159,16.02643066,SDN,0,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2015,2015,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article113",,E: Estimated data
107,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",752,Sweden,4,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1766,1766,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article114",,E: Estimated data
108,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",756,Switzerland,4,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2004,2004,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article115",,E: Estimated data
109,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",76,Brazil,5,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2011,2011,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article33",,E: Estimated data
110,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",762,Tajikistan,4,143,Central Asia,Country,69.294998,38.43069666,TJK,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2002,2002,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article116",,E: Estimated data
111,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",764,Thailand,4,35,South-Eastern Asia,Country,101.0202951,15.13089239,THA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1997,1997,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article117",,E: Estimated data
112,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",768,Togo,5,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2016,2016,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article120",,E: Estimated data
113,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",780,Trinidad and Tobago,5,29,Caribbean,Country,-61.29389504,10.41877263,TTO,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1999,1999,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article121",,E: Estimated data
114,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",788,Tunisia,4,15,Northern Africa,Country,9.572737411,34.11439971,TUN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2011,2011,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article122",,E: Estimated data
115,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",792,Turkey,4,145,Western Asia,Country,35.42890329,38.9899684,TUR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2003,2003,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article123",,E: Estimated data
116,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",8,Albania,4,39,Southern Europe,Country,20.06660928,41.13897007,ALB,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1999,1999,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article20",,E: Estimated data
117,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",800,Uganda,5,14,Eastern Africa,Country,32.39100438,1.279557331,UGA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2005,2005,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article124",,E: Estimated data
118,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",804,Ukraine,4,151,Eastern Europe,Country,31.40270802,49.00735945,UKR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1992,1992,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article125",,E: Estimated data
119,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",807,North Macedonia,4,39,Southern Europe,Country,21.7007909,41.60048068,MKD,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2006,2006,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article118",,E: Estimated data
120,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",826,United Kingdom of Great Britain and Northern Ireland,4,154,Northern Europe,Country,-2.23830539,53.27691757,GBR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2000,2000,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article126",,E: Estimated data
121,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2016,2016,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article127",,E: Estimated data
122,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",84,Belize,5,13,Central America,Country,-88.70199554,17.19965901,BLZ,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1994,1994,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article31",,E: Estimated data
123,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",840,United States of America,4,21,Northern America,Country,-99.13830311,39.5277871,USA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1966,1966,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article127",,E: Estimated data
124,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",854,Burkina Faso,5,11,Western Africa,Country,-1.742843829,12.27491081,BFA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2015,2015,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article35",,E: Estimated data
125,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",858,Uruguay,5,5,South America,Country,-56.01387025,-32.8002838,URY,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2008,2008,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article128",,E: Estimated data
